country_code,country,year,inflation,gfcf,gov_exp,life_expectancy,gdp_per_capita
KAZ,Kazakhstan,YR2013,5.84640917320463,21.8821878595818,17.9606075286865,70.62,24480.5409878731
ITA,Italy,YR2013,1.21999342274306,17.2045869688649,8.0210485458374,82.690243902439,36314.6971007775
IRL,Ireland,YR2013,0.508714869485475,18.6153204573393,11.8800659179688,80.9487804878049,47797.1496727706
ISL,Iceland,YR2013,3.87227923748249,15.6019913704607,15.5000915527344,82.0609756097561,44409.6689530904
HUN,Hungary,YR2013,1.73319984983101,20.7961589756003,9.41478633880615,75.5658536585366,24547.9805346257
GRC,Greece,YR2013,-0.921269454256994,11.196880462884,7.16932964324951,81.2853658536585,25986.6503155014
DEU,Germany,YR2013,1.50472330251876,19.9014708236257,9.7097110748291,80.490243902439,44993.8927459315
GEO,Georgia,YR2013,-0.512058410947092,18.7894981656414,12.0112237930298,72.628,10595.4248369854
FRA,France,YR2013,0.863715497861805,22.0418677784553,9.59853649139404,82.219512195122,39521.6969847538
FIN,Finland,YR2013,1.4782861568881,22.0080167970987,11.2070598602295,80.9756097560976,41493.1416470359
EST,Estonia,YR2013,2.78056658954988,27.9003133873244,15.3818626403809,77.1414634146341,27464.5186781161
DNK,Denmark,YR2013,0.789071780078062,19.0523918003991,12.3308391571045,80.3,46726.8541437832
CZE,Czechia,YR2013,1.4382978723404,25.3598824566218,10.6200428009033,78.1756097560976,30818.1081558477
CYP,Cyprus,YR2013,-0.399357676464049,14.1150800665542,14.7843351364136,80.402,30375.125
HRV,Croatia,YR2013,2.21658206429779,19.3355619835866,10.5198698043823,77.1268292682927,22182.4605168977
BGR,Bulgaria,YR2013,0.890093540913002,21.1825324278602,9.75960445404053,74.8609756097561,16649.3726338943
BEL,Belgium,YR2013,1.1130959402754,22.1730044797394,11.3517208099365,80.5878048780488,43671.11959259
AUT,Austria,YR2013,2.00015616900597,23.0401975609289,9.73365116119385,81.1365853658537,47922.0491207455
ALB,Albania,YR2013,1.93762080205229,26.0795576173676,11.5800323486328,78.123,10570.9731581409
GBR,United Kingdom,YR2014,1.45112016293279,16.5723318052911,12.3615922927856,81.3048780487805,41278.1275079919
UKR,Ukraine,YR2014,12.0718562874251,14.1360438334756,14.0882720947266,71.1865853658537,10664.6240234375
TUR,Turkiye,YR2014,8.85457271364324,28.7457316386943,11.8140830993652,76.565,24105.0237978098
CHE,Switzerland,YR2014,-0.0132025387514939,26.4181898920957,15.2539520263672,83.1975609756098,63417.0437157565
SWE,Sweden,YR2014,-0.179638494114635,23.2284677401177,12.8345699310303,82.2536585365854,47184.6691338182
ESP,Spain,YR2014,-0.151114837527235,17.7719909200781,9.17328262329102,83.2292682926829,33540.3571743561
SVN,Slovenia,YR2014,0.19934382657075,19.1075788007384,11.7385368347168,81.0780487804878,30870.0236667425
SVK,Slovak Republic,YR2014,-0.0761653295419871,20.4774821201164,9.33177375793457,76.8121951219512,29029.0782261812
RUS,Russian Federation,YR2014,7.82341183865533,21.4171833480957,9.16541385650635,70.7436585365854,25761.6484375
ROU,Romania,YR2014,1.06830987684298,24.363066180837,8.42980480194092,74.909756097561,20632.221267435
PRT,Portugal,YR2014,-0.278153367467428,15.031595598848,10.2731599807739,81.1219512195122,28742.4403783509
POL,Poland,YR2014,0.0538213132399802,20.1272880805762,12.3902273178101,77.6024390243903,25316.3315445949
NOR,Norway,YR2014,2.04170286707211,23.7087320543897,11.0784196853638,82.1,66332.4614374198
NLD,Netherlands,YR2014,0.976035079699679,17.5915778188099,11.7969799041748,81.7073170731707,49233.2153954401
MDA,Moldova,YR2014,5.08878554625878,25.9895514253881,17.5889492034912,69.031,8643.06431435343
MLT,Malta,YR2014,0.310306472181665,16.6598172575528,13.327073097229,82.0463414634146,34344.1002327532
